flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,flight.codeshared
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,5,D,,2025-07-31T07:00:00+00:00,2025-07-31T07:00:00+00:00,,,,Manchester Airport,Europe/London,MAN,EGCC,3,,12,2025-07-31T08:00:00+00:00,,,,,,British Airways,BA,BAW,1382,BA1382,BAW1382,,,,,,,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,2,D,13.0,2025-07-31T07:00:00+00:00,2025-07-31T07:00:00+00:00,,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,6,2025-07-31T09:35:00+00:00,,,,,,United Airlines,UA,UAL,9735,UA9735,UAL9735,swiss,lx,swr,359,lx359,swr359,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,2,D,13.0,2025-07-31T07:00:00+00:00,2025-07-31T07:00:00+00:00,,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,1,,6,2025-07-31T09:35:00+00:00,,,,,,SWISS,LX,SWR,359,LX359,SWR359,,,,,,,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,5,,23.0,2025-07-31T07:00:00+00:00,2025-07-31T07:00:00+00:00,,,,Larnaca,Asia/Nicosia,LCA,LCLK,,,,2025-07-31T13:35:00+00:00,,,,,,American Airlines,AA,AAL,6761,AA6761,AAL6761,british airways,ba,baw,664,ba664,baw664,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,5,,23.0,2025-07-31T07:00:00+00:00,2025-07-31T07:00:00+00:00,,,,Larnaca,Asia/Nicosia,LCA,LCLK,,,,2025-07-31T13:35:00+00:00,,,,,,British Airways,BA,BAW,664,BA664,BAW664,,,,,,,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,5,,,2025-07-31T07:05:00+00:00,2025-07-31T07:05:00+00:00,,,,Linate,Europe/Rome,LIN,LIML,,,02,2025-07-31T10:05:00+00:00,,,,,,American Airlines,AA,AAL,6829,AA6829,AAL6829,british airways,ba,baw,564,ba564,baw564,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,5,,,2025-07-31T07:05:00+00:00,2025-07-31T07:05:00+00:00,,,,Linate,Europe/Rome,LIN,LIML,,,02,2025-07-31T10:05:00+00:00,,,,,,British Airways,BA,BAW,564,BA564,BAW564,,,,,,,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,5,D,,2025-07-31T07:05:00+00:00,2025-07-31T07:05:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,1,X3,B2,2025-07-31T10:00:00+00:00,,,,,,Qantas,QF,QFA,3539,QF3539,QFA3539,british airways,ba,baw,986,ba986,baw986,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,5,D,,2025-07-31T07:05:00+00:00,2025-07-31T07:05:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,1,X3,B2,2025-07-31T10:00:00+00:00,,,,,,Qatar Airways,QR,QTR,8363,QR8363,QTR8363,british airways,ba,baw,986,ba986,baw986,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,5,D,,2025-07-31T07:05:00+00:00,2025-07-31T07:05:00+00:00,,,,Berlin Brandenburg Airport,Europe/Berlin,BER,EDDB,1,X3,B2,2025-07-31T10:00:00+00:00,,,,,,British Airways,BA,BAW,986,BA986,BAW986,,,,,,,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,2,C,,2025-07-31T07:05:00+00:00,2025-07-31T07:05:00+00:00,,,,Gardermoen,Europe/Oslo,OSL,ENGM,,,,2025-07-31T10:10:00+00:00,,,,,,Singapore Airlines,SQ,SIA,2704,SQ2704,SIA2704,sas,sk,sas,802,sk802,sas802,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,2,C,,2025-07-31T07:05:00+00:00,2025-07-31T07:05:00+00:00,,,,Gardermoen,Europe/Oslo,OSL,ENGM,,,,2025-07-31T10:10:00+00:00,,,,,,Virgin Atlantic,VS,VIR,5929,VS5929,VIR5929,sas,sk,sas,802,sk802,sas802,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,2,C,,2025-07-31T07:05:00+00:00,2025-07-31T07:05:00+00:00,,,,Gardermoen,Europe/Oslo,OSL,ENGM,,,,2025-07-31T10:10:00+00:00,,,,,,SAS,SK,SAS,802,SK802,SAS802,,,,,,,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,3,E,,2025-07-31T07:10:00+00:00,2025-07-31T07:10:00+00:00,,,,Vienna International,Europe/Vienna,VIE,LOWW,3,,,2025-07-31T10:30:00+00:00,,,,,,Japan Airlines,JL,JTL,7865,JL7865,JTL7865,british airways,ba,baw,700,ba700,baw700,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,3,E,,2025-07-31T07:10:00+00:00,2025-07-31T07:10:00+00:00,,,,Vienna International,Europe/Vienna,VIE,LOWW,3,,,2025-07-31T10:30:00+00:00,,,,,,Malaysia Airlines,MH,MAS,9916,MH9916,MAS9916,british airways,ba,baw,700,ba700,baw700,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,3,E,,2025-07-31T07:10:00+00:00,2025-07-31T07:10:00+00:00,,,,Vienna International,Europe/Vienna,VIE,LOWW,3,,,2025-07-31T10:30:00+00:00,,,,,,British Airways,BA,BAW,700,BA700,BAW700,,,,,,,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,5,,,2025-07-31T07:10:00+00:00,2025-07-31T07:10:00+00:00,,,,Arlanda,Europe/Stockholm,ARN,ESSA,2,,2,2025-07-31T10:35:00+00:00,,,,,,Qatar Airways,QR,QTR,8359,QR8359,QTR8359,british airways,ba,baw,776,ba776,baw776,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,5,,,2025-07-31T07:10:00+00:00,2025-07-31T07:10:00+00:00,,,,Arlanda,Europe/Stockholm,ARN,ESSA,2,,2,2025-07-31T10:35:00+00:00,,,,,,Finnair,AY,FIN,5926,AY5926,FIN5926,british airways,ba,baw,776,ba776,baw776,
2025-07-31,scheduled,,,Heathrow,Europe/London,LHR,EGLL,5,,,2025-07-31T07:10:00+00:00,2025-07-31T07:10:00+00:00,,,,Arlanda,Europe/Stockholm,ARN,ESSA,2,,2,2025-07-31T10:35:00+00:00,,,,,,British Airways,BA,BAW,776,BA776,BAW776,,,,,,,
2025-07-31,active,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,28.0,2025-07-31T03:36:00+00:00,2025-07-31T03:36:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2025-07-31T07:44:00+00:00,,,,,,FedEx,FX,FDX,6239,FX6239,FDX6239,,,,,,,
2025-07-31,active,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,21.0,2025-07-31T03:48:00+00:00,2025-07-31T03:48:00+00:00,,,,East Midlands,Europe/London,EMA,EGNX,,,,2025-07-31T04:06:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,,AG,ABR,,,,,,,
2025-07-31,active,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,11.0,2025-07-31T03:49:00+00:00,2025-07-31T03:49:00+00:00,2025-07-31T04:00:00+00:00,2025-07-31T04:00:00+00:00,2025-07-31T04:00:00+00:00,Guglielmo Marconi,Europe/Rome,BLQ,LIPE,,,,2025-07-31T05:24:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4026,AG4026,ABR4026,,,,,,,
2025-07-31,active,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,20.0,2025-07-31T04:18:00+00:00,2025-07-31T04:18:00+00:00,2025-07-31T04:38:00+00:00,2025-07-31T04:38:00+00:00,2025-07-31T04:38:00+00:00,Euroairport Swiss,Europe/Zurich,BSL,LFSB,,,,2025-07-31T05:27:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4257,AG4257,ABR4257,,,,,,,
2025-07-31,active,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,17.0,2025-07-31T03:30:00+00:00,2025-07-31T03:30:00+00:00,2025-07-31T03:47:00+00:00,2025-07-31T03:47:00+00:00,2025-07-31T03:47:00+00:00,Landvetter,Europe/Stockholm,GOT,ESGG,,,,2025-07-31T05:31:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4482,AG4482,ABR4482,,,,,,,
2025-07-31,cancelled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,F05,,2025-07-31T07:20:00+00:00,2025-07-31T07:20:00+00:00,,,,Peretola,Europe/Rome,FLR,LIRQ,,,,2025-07-31T09:05:00+00:00,,,,,,Delta Air Lines,DL,DAL,8335,DL8335,DAL8335,air france,af,afr,1066,af1066,afr1066,
2025-07-31,cancelled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,F05,,2025-07-31T07:20:00+00:00,2025-07-31T07:20:00+00:00,,,,Peretola,Europe/Rome,FLR,LIRQ,,,,2025-07-31T09:05:00+00:00,,,,,,KLM,KL,KLM,2124,KL2124,KLM2124,air france,af,afr,1066,af1066,afr1066,
2025-07-31,cancelled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,F05,,2025-07-31T07:20:00+00:00,2025-07-31T07:20:00+00:00,,,,Peretola,Europe/Rome,FLR,LIRQ,,,,2025-07-31T09:05:00+00:00,,,,,,Air Austral,UU,REU,8066,UU8066,REU8066,air france,af,afr,1066,af1066,afr1066,
2025-07-31,cancelled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,F05,,2025-07-31T07:20:00+00:00,2025-07-31T07:20:00+00:00,,,,Peretola,Europe/Rome,FLR,LIRQ,,,,2025-07-31T09:05:00+00:00,,,,,,Air France,AF,AFR,1066,AF1066,AFR1066,,,,,,,
2025-07-31,cancelled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,F05,,2025-07-31T09:15:00+00:00,2025-07-31T09:15:00+00:00,,,,Barajas,Europe/Madrid,MAD,LEMD,2,,,2025-07-31T11:20:00+00:00,,,,,,Air France,AF,AFR,1300,AF1300,AFR1300,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T00:05:00+00:00,2025-07-31T00:05:00+00:00,,,,Luton Airport,Europe/London,LTN,EGGW,,,,2025-07-31T00:24:00+00:00,,,,,,DHL Air,D0,DHK,,D0,DHK,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T00:50:00+00:00,2025-07-31T00:50:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,,,,2025-07-31T02:35:00+00:00,,,,,,ASL Airlines France,5O,FPO,5725,5O5725,FPO5725,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T01:25:00+00:00,2025-07-31T01:25:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,,,,2025-07-31T02:55:00+00:00,,,,,,ASL Airlines France,5O,FPO,5701,5O5701,FPO5701,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T01:25:00+00:00,2025-07-31T01:25:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,,,,2025-07-31T02:43:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,701,AG701,ABR701,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,26.0,2025-07-31T01:30:00+00:00,2025-07-31T01:30:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,,,,2025-07-31T03:00:00+00:00,,,,,,Swiftair,WT,SWT,5745,WT5745,SWT5745,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,29.0,2025-07-31T01:35:00+00:00,2025-07-31T01:35:00+00:00,,,,Blagnac,Europe/Paris,TLS,LFBO,,,,2025-07-31T03:05:00+00:00,,,,,,Swiftair,WT,SWT,5629,WT5629,SWT5629,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T02:45:00+00:00,2025-07-31T02:45:00+00:00,,,,Barajas,Europe/Madrid,MAD,LEMD,,,,2025-07-31T05:00:00+00:00,,,,,,ASL Airlines France,5O,FPO,4407,5O4407,FPO4407,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T02:50:00+00:00,2025-07-31T02:50:00+00:00,,,,Milano Malpensa,Europe/Rome,MXP,LIMC,T1,,,2025-07-31T04:20:00+00:00,,,,,,DHL Air,D0,DHK,7332,D07332,DHK7332,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T03:00:00+00:00,2025-07-31T03:00:00+00:00,,,,Dublin International,Europe/Dublin,DUB,EIDW,,,,2025-07-31T04:45:00+00:00,,,,,,ASL Airlines France,5O,FPO,4294,5O4294,FPO4294,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,20.0,2025-07-31T03:35:00+00:00,2025-07-31T03:35:00+00:00,,,,Helsinki-vantaa,Europe/Helsinki,HEL,EFHK,,,,2025-07-31T07:33:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4267,AG4267,ABR4267,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,20.0,2025-07-31T03:40:00+00:00,2025-07-31T03:40:00+00:00,,,,Hanover Airport,Europe/Berlin,HAJ,EDDV,,,,2025-07-31T05:06:00+00:00,,,,,,FedEx,FX,FDX,4823,FX4823,FDX4823,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,25.0,2025-07-31T03:46:00+00:00,2025-07-31T03:46:00+00:00,,,,Barajas,Europe/Madrid,MAD,LEMD,CARG,,,2025-07-31T06:03:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4407,AG4407,ABR4407,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T03:47:00+00:00,2025-07-31T03:47:00+00:00,,,,Franz Josef Strauss,Europe/Berlin,MUC,EDDM,,,,2025-07-31T05:11:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4578,AG4578,ABR4578,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T03:49:00+00:00,2025-07-31T03:49:00+00:00,,,,Guglielmo Marconi,Europe/Rome,BLQ,LIPE,,,,2025-07-31T05:24:00+00:00,,,,,,ASL Airlines France,5O,FPO,4026,5O4026,FPO4026,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,25.0,2025-07-31T03:50:00+00:00,2025-07-31T03:50:00+00:00,,,,Frankfurt International Airport,Europe/Berlin,FRA,EDDF,,,,2025-07-31T05:10:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4690,AG4690,ABR4690,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,25.0,2025-07-31T03:53:00+00:00,2025-07-31T03:53:00+00:00,,,,Tees Valley,Europe/London,MME,EGNV,,,,2025-07-31T04:26:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4617,AG4617,ABR4617,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T03:54:00+00:00,2025-07-31T03:54:00+00:00,,,,Marco Polo,Europe/Rome,VCE,LIPZ,,,,2025-07-31T05:31:00+00:00,,,,,,ASL Airlines France,5O,FPO,4211,5O4211,FPO4211,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,25.0,2025-07-31T03:55:00+00:00,2025-07-31T03:55:00+00:00,,,,Vienna International,Europe/Vienna,VIE,LOWW,,,,2025-07-31T05:49:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4486,AG4486,ABR4486,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T04:00:00+00:00,2025-07-31T04:00:00+00:00,,,,Pyrzowice,Europe/Warsaw,KTW,EPKT,,,,2025-07-31T06:02:00+00:00,,,,,,ASL Airlines Belgium,3V,TAY,4463,3V4463,TAY4463,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,25.0,2025-07-31T04:00:00+00:00,2025-07-31T04:00:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,,,,2025-07-31T05:21:00+00:00,,,,,,FedEx,FX,FDX,4235,FX4235,FDX4235,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,25.0,2025-07-31T04:00:00+00:00,2025-07-31T04:00:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,,,,2025-07-31T05:58:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4603,AG4603,ABR4603,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T04:00:00+00:00,2025-07-31T04:00:00+00:00,,,,Pyrzowice,Europe/Warsaw,KTW,EPKT,,,,2025-07-31T06:02:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4463,AG4463,ABR4463,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T04:07:00+00:00,2025-07-31T04:07:00+00:00,,,,Marseille Provence Airport,Europe/Paris,MRS,LFML,,,,2025-07-31T06:13:00+00:00,,,,,,Swiftair,WT,SWT,4659,WT4659,SWT4659,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,27.0,2025-07-31T04:29:00+00:00,2025-07-31T04:29:00+00:00,,,,Blagnac,Europe/Paris,TLS,LFBO,,,,2025-07-31T06:34:00+00:00,,,,,,Swiftair,WT,SWT,4231,WT4231,SWT4231,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,25.0,2025-07-31T04:30:00+00:00,2025-07-31T04:30:00+00:00,,,,El Prat De Llobregat,Europe/Madrid,BCN,LEBL,T1,,,2025-07-31T06:19:00+00:00,,,,,,FedEx,FX,FDX,4272,FX4272,FDX4272,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,28.0,2025-07-31T04:30:00+00:00,2025-07-31T04:30:00+00:00,,,,"Athens International Airport ""Eleftherios Venizelos""",Europe/Athens,ATH,LGAV,,,,2025-07-31T08:45:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4093,AG4093,ABR4093,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,28.0,2025-07-31T04:30:00+00:00,2025-07-31T04:30:00+00:00,,,,Henri Coanda International,Europe/Bucharest,OTP,LROP,,,,2025-07-31T08:17:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4650,AG4650,ABR4650,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T04:30:00+00:00,2025-07-31T04:30:00+00:00,,,,Henri Coanda International,Europe/Bucharest,OTP,LROP,,,,2025-07-31T08:17:00+00:00,,,,,,ASL Airlines France,5O,FPO,4650,5O4650,FPO4650,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,31.0,2025-07-31T04:30:00+00:00,2025-07-31T04:30:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,,,,2025-07-31T21:56:00+00:00,,,,,,FedEx,FX,FDX,5342,FX5342,FDX5342,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,20.0,2025-07-31T04:35:00+00:00,2025-07-31T04:35:00+00:00,,,,Vitoria,Europe/Madrid,VIT,LEVT,,,,2025-07-31T06:28:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4472,AG4472,ABR4472,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T04:38:00+00:00,2025-07-31T04:38:00+00:00,,,,Liszt Ferenc International,Europe/Budapest,BUD,LHBP,,,,2025-07-31T06:48:00+00:00,,,,,,ASL Airlines France,5O,FPO,4268,5O4268,FPO4268,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T04:50:00+00:00,2025-07-31T04:50:00+00:00,,,,,,DWC,OMDW,,,,2025-07-31T13:46:00+00:00,,,,,,FedEx,FX,FDX,6093,FX6093,FDX6093,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T05:09:00+00:00,2025-07-31T05:09:00+00:00,,,,Geneve-cointrin,Europe/Zurich,GVA,LSGG,,,,2025-07-31T06:37:00+00:00,,,,,,Swiftair,WT,SWT,4828,WT4828,SWT4828,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,20.0,2025-07-31T05:10:00+00:00,2025-07-31T05:10:00+00:00,,,,Mérignac,Europe/Paris,BOD,LFBD,,,,2025-07-31T06:16:00+00:00,,,,,,Star Air,DJ,SRR,6316,DJ6316,SRR6316,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,28.0,2025-07-31T05:11:00+00:00,2025-07-31T05:11:00+00:00,,,,Lisbon Portela,Europe/Lisbon,LIS,LPPT,,,,2025-07-31T06:50:00+00:00,,,,,,ASL Airlines Ireland,AG,ABR,4437,AG4437,ABR4437,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,,,,2025-07-31T05:11:00+00:00,2025-07-31T05:11:00+00:00,,,,Francisco Sá Carneiro,Europe/Lisbon,OPO,LPPR,,,,2025-07-31T06:22:00+00:00,,,,,,ASL Airlines France,5O,FPO,4246,5O4246,FPO4246,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2B,,18.0,2025-07-31T06:05:00+00:00,2025-07-31T06:05:00+00:00,,,,Milano Malpensa,Europe/Rome,MXP,LIMC,2,,,2025-07-31T07:35:00+00:00,,,,,,easyJet,U2,EZY,4553,U24553,EZY4553,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2B,,18.0,2025-07-31T06:10:00+00:00,2025-07-31T06:10:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,1,,23,2025-07-31T08:10:00+00:00,,,,,,China Southern Airlines,CZ,CSN,7342,CZ7342,CSN7342,ita airways,az,ity,317,az317,ity317,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2B,,18.0,2025-07-31T06:10:00+00:00,2025-07-31T06:10:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,1,,23,2025-07-31T08:10:00+00:00,,,,,,Delta Air Lines,DL,DAL,6666,DL6666,DAL6666,ita airways,az,ity,317,az317,ity317,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2B,,18.0,2025-07-31T06:10:00+00:00,2025-07-31T06:10:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,1,,23,2025-07-31T08:10:00+00:00,,,,,,Etihad Airways,EY,ETD,3012,EY3012,ETD3012,ita airways,az,ity,317,az317,ity317,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2B,,18.0,2025-07-31T06:10:00+00:00,2025-07-31T06:10:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,1,,23,2025-07-31T08:10:00+00:00,,,,,,Bulgaria Air,FB,LZB,1712,FB1712,LZB1712,ita airways,az,ity,317,az317,ity317,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2B,,18.0,2025-07-31T06:10:00+00:00,2025-07-31T06:10:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,1,,23,2025-07-31T08:10:00+00:00,,,,,,Hainan Airlines,HU,CHH,8248,HU8248,CHH8248,ita airways,az,ity,317,az317,ity317,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2B,,18.0,2025-07-31T06:10:00+00:00,2025-07-31T06:10:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,1,,23,2025-07-31T08:10:00+00:00,,,,,,Air Malta,KM,AMC,2257,KM2257,AMC2257,ita airways,az,ity,317,az317,ity317,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2B,,18.0,2025-07-31T06:10:00+00:00,2025-07-31T06:10:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,1,,23,2025-07-31T08:10:00+00:00,,,,,,Xiamen Airlines,MF,CXA,9573,MF9573,CXA9573,ita airways,az,ity,317,az317,ity317,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2B,,18.0,2025-07-31T06:10:00+00:00,2025-07-31T06:10:00+00:00,,,,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,1,,23,2025-07-31T08:10:00+00:00,,,,,,ITA Airways,AZ,ITY,317,AZ317,ITY317,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2B,,,2025-07-31T06:10:00+00:00,2025-07-31T06:10:00+00:00,,,,Nikos Kazantzakis Airport,Europe/Athens,HER,LGIR,,,,2025-07-31T10:40:00+00:00,,,,,,easyJet,U2,EZY,4611,U24611,EZY4611,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,2B,,18.0,2025-07-31T06:20:00+00:00,2025-07-31T06:20:00+00:00,,,,Ioannis Kapodistrias,Europe/Athens,CFU,LGKR,,,,2025-07-31T10:00:00+00:00,,,,,,easyJet,U2,EZY,4613,U24613,EZY4613,,,,,,,
2025-07-31,scheduled,,,Charles De Gaulle,Europe/Paris,CDG,LFPG,1,,17.0,2025-07-31T06:20:00+00:00,2025-07-31T06:20:00+00:00,,,,Franz Josef Strauss,Europe/Berlin,MUC,EDDM,2,K14,,2025-07-31T07:50:00+00:00,,,,,,Lufthansa,LH,DLH,4121,LH4121,DLH4121,lufthansa city,vl,lhx,2239,vl2239,lhx2239,
