icao24,callsign,country_icao,time_at_position,longitude,latitude,altitude,on_ground,speed_kmh,true_track,vertical_rate,sensors,geo_altitude,spi,located_at
3ff9bb,DMMKC   ,Germany,12:18:03,8.6753,49.3895,640.08,False,35.08,175.79,-0.33,,,False,Frankfurt Airport
740828,RJA111  ,Jordan,12:18:04,11.192,47.9562,12184.38,False,228.32,307.31,-0.33,,12633.96,False,Munich Airport
740827,RJA261G ,Jordan,12:18:04,19.3032,50.2309,10965.18,False,245.95,320.52,-0.33,,11254.74,False,Kraków John Paul II International Airport
48af12,LOT6210 ,Poland,12:18:04,18.9361,49.7731,5082.54,False,194.7,61.95,-5.53,,5288.28,False,Kraków John Paul II International Airport
48af10,LOT672  ,Poland,12:18:04,19.1862,49.0863,11468.1,False,250.82,22.94,-5.53,,11864.34,False,Kraków John Paul II International Airport
39797c,FJFVO   ,France,12:18:05,14.0147,48.9888,2263.14,False,70.49,90.84,-0.33,,2385.06,False,Václav Havel Airport Prague
44cc45,BEL8AL  ,Belgium,12:18:04,5.3747,50.8431,2613.66,False,141.8,290.6,-9.75,,2788.92,False,Brussels Airport
447c74,        ,Austria,12:14:51,16.5697,48.1152,,True,19.03,286.88,,,,False,Vienna International Airport
896555,FDB1426 ,United Arab Emirates,12:18:04,13.8652,47.2781,10058.4,False,265.96,101.83,0.0,,10485.12,False,Ljubljana Jože Pučnik Airport
4063de,BAW815C ,United Kingdom,12:18:05,9.8632,54.6038,10957.56,False,205.21,237.39,2.28,,11109.96,False,Hamburg Helmut Schmidt Airport
4b990e,FHY1065 ,Turkey,12:18:04,7.748,51.3431,3512.82,False,168.59,299.22,-10.73,,3733.8,False,Cologne Bonn Airport
461f31,FIN7PR  ,Finland,11:17:36,16.4612,53.8275,4160.52,False,249.26,12.52,0.33,,11460.48,False,Gdańsk Lech Wałęsa Airport
4b990c,FHY1614 ,Turkey,12:18:04,15.2404,45.963,10660.38,False,263.91,132.87,0.0,,11155.68,False,Ljubljana Jože Pučnik Airport
484acb,KLM20J  ,Kingdom of the Netherlands,12:16:36,19.8034,50.0783,,True,1.29,348.75,,,,False,Kraków John Paul II International Airport
48044b,GRZLY42 ,Kingdom of the Netherlands,12:16:37,5.0609,51.7279,-76.2,False,58.59,343.16,1.95,,68.58,False,Eindhoven Airport
484aba,PHJAC   ,Kingdom of the Netherlands,12:18:04,6.0664,52.1911,243.84,False,40.97,305.29,-3.25,,350.52,False,Amsterdam Airport Schiphol
480443,NAFD040 ,Kingdom of the Netherlands,12:18:04,5.2715,51.2198,1584.96,False,72.21,94.09,-3.9,,1744.98,False,Eindhoven Airport
48adab,LOT578  ,Poland,12:18:04,19.8434,49.2189,10668.0,False,246.06,14.53,-0.65,,11049.0,False,Kraków John Paul II International Airport
3d68d8,DFLYM   ,Germany,12:18:04,9.3019,52.9663,1562.1,False,120.61,318.29,-3.9,,1684.02,False,Hannover Airport
4a524f,TOY413  ,Romania,12:18:05,14.3898,48.2163,8313.42,False,230.75,357.19,-7.48,,8702.04,False,Vienna International Airport
4a5243,TOY213  ,Romania,12:18:03,11.1099,49.4956,289.56,False,66.5,278.0,-3.25,,441.96,False,Nuremberg Airport
4b1bbc,HBKNC   ,Switzerland,12:18:04,8.7308,46.1342,883.92,False,42.57,226.47,0.33,,1028.7,False,Milan Malpensa International Airport
491314,NJE558D ,Portugal,12:18:05,5.7916,51.4618,12496.8,False,237.11,119.79,-0.33,,12847.32,False,Eindhoven Airport
491307,NJE085C ,Portugal,12:18:04,8.6714,48.0837,4953.0,False,131.07,167.76,-5.2,,5219.7,False,Zürich Airport
484cbc,KLM565  ,Kingdom of the Netherlands,12:18:04,12.3375,45.3482,10058.4,False,277.3,148.58,0.0,,10553.7,False,Venice Marco Polo Airport
4d0264,FYL71KH ,Luxembourg,12:18:04,14.0662,45.2169,13106.4,False,199.13,208.55,-0.33,,13662.66,False,Ljubljana Jože Pučnik Airport
4078fe,EXS86PF ,United Kingdom,12:18:05,6.855,49.9433,11582.4,False,205.78,299.83,0.0,,11963.4,False,Luxembourg-Findel International Airport
3f9692,MITY24  ,Germany,12:18:03,11.5988,49.3032,906.78,False,60.05,226.74,-3.9,,,False,Nuremberg Airport
3f7064,GAM217B ,Germany,12:18:04,8.9481,52.5856,53.34,False,29.29,239.38,-0.65,,190.5,False,Hannover Airport
485fa6,PHSVD   ,Kingdom of the Netherlands,12:18:04,6.5652,53.2863,708.66,False,38.43,152.06,-3.9,,838.2,False,Amsterdam Airport Schiphol
4078dd,BAW256  ,United Kingdom,12:18:04,9.8587,49.8651,11582.4,False,222.88,292.24,0.0,,11963.4,False,Frankfurt Airport
461fa8,FIN4PT  ,Finland,12:18:04,11.4333,50.8268,11574.78,False,220.78,218.47,-0.33,,11879.58,False,Leipzig/Halle Airport
3dee44,DHKME   ,Germany,12:17:59,5.9865,53.0183,53.34,False,23.1,101.56,0.0,,182.88,False,Amsterdam Airport Schiphol
346499,IBE08LL ,Spain,12:18:05,16.3482,47.0271,10058.4,False,252.48,71.71,-0.33,,10485.12,False,Vienna International Airport
3009f9,ICNTQ   ,Italy,12:18:04,9.5355,45.5513,548.64,False,42.3,108.43,-0.33,,670.56,False,Milan Bergamo Airport / Antonio Locatelli Air Base
4794f2,NOZ8UD  ,Norway,12:18:04,19.9176,51.2193,10972.8,False,237.22,340.62,-0.33,,11216.64,False,Kraków John Paul II International Airport
407992,BAW134  ,United Kingdom,12:18:04,16.3342,47.2603,10363.2,False,213.82,302.12,0.0,,10797.54,False,Vienna International Airport
781fb4,CCA968  ,China,12:09:14,17.0888,53.3854,11277.6,False,270.92,53.8,-0.33,,11422.38,False,Gdańsk Lech Wałęsa Airport
345204,VLG41SF ,Spain,12:18:04,5.7724,45.1465,10058.4,False,210.8,196.44,0.0,,10576.56,False,Lyon Saint-Exupéry Airport
484d08,PH1467  ,Kingdom of the Netherlands,12:18:03,12.9998,51.9361,1463.04,False,38.84,78.54,-0.33,,1584.96,False,Berlin Brandenburg Airport
4d00ee,LGL836  ,Luxembourg,12:18:04,8.0871,49.6158,7315.2,False,185.65,266.03,0.0,,7642.86,False,Frankfurt Airport
447d27,,Austria,12:16:44,16.0809,48.3267,99.06,False,5.54,21.8,0.33,,251.46,False,Vienna International Airport
447d21,BLACK71 ,Austria,12:18:03,16.029,48.3758,518.16,False,55.75,318.37,0.0,,662.94,False,Vienna International Airport
4d00d7,LGL5807 ,Luxembourg,12:18:04,10.7765,50.0151,7010.4,False,182.43,86.61,-0.33,,7322.82,False,Nuremberg Airport
4d00d6,LGL6493 ,Luxembourg,12:18:04,8.0235,47.5016,7620.0,False,191.89,126.72,0.0,,8001.0,False,EuroAirport Basel-Mulhouse-Freiburg
76cd70,SIA308  ,Singapore,12:18:04,15.8621,48.1225,12192.0,False,228.39,293.22,0.0,,12641.58,False,Vienna International Airport
76cd71,SIA317  ,Singapore,12:18:05,18.0096,48.2424,10058.4,False,291.07,129.91,-0.65,,10416.54,False,M. R. Štefánik Airport
4d00ca,LGL7KC  ,Luxembourg,12:18:04,8.238,52.2129,7010.4,False,172.04,37.59,0.0,,7284.72,False,Hannover Airport
447d56,LION91  ,Austria,12:18:02,16.1251,48.322,137.16,False,27.8,267.88,-0.33,,281.94,False,Vienna International Airport
8965c0,FDB1574 ,United Arab Emirates,12:18:04,10.5544,45.5568,5943.6,False,215.31,96.31,9.75,,6286.5,False,Verona Villafranca Valerio Catullo Airport
4d00f3,LGL408  ,Luxembourg,12:18:04,11.5121,49.0922,10805.16,False,202.09,302.31,-5.2,,11178.54,False,Nuremberg Airport
3efaa1,D6666   ,Germany,11:55:23,12.3379,51.7684,1348.74,False,46.43,74.58,-0.33,,,False,Leipzig/Halle Airport
4b1bc8,HBKNO   ,Switzerland,12:18:04,8.8469,46.1613,320.04,False,35.23,298.81,3.58,,441.96,False,Milan Malpensa International Airport
894097,GFA003  ,Bahrain,12:18:04,15.7613,47.9103,11574.78,False,226.62,296.57,-0.65,,12009.12,False,Vienna International Airport
894098,GFA004  ,Bahrain,12:18:04,19.2947,46.6379,11879.58,False,265.84,121.63,0.0,,12367.26,False,Budapest Liszt Ferenc International Airport
4b1bae,HBKMO   ,Switzerland,12:16:00,9.552,47.4866,,True,2.57,241.88,,,,False,Zürich Airport
89408e,GFA008  ,Bahrain,12:18:04,14.9159,48.4036,11887.2,False,276.45,114.75,-0.33,,12298.68,False,Vienna International Airport
4b1bb7,HBKMX   ,Switzerland,12:18:04,8.9545,47.2078,883.92,False,43.95,200.56,-8.45,,1051.56,False,Zürich Airport
c07993,TSC213  ,Canada,12:18:03,15.9346,45.9744,2819.4,False,151.09,312.65,8.45,,3032.76,False,Zagreb Franjo Tuđman International Airport
4ca4f5,RYR27XM ,Ireland,12:18:04,5.9166,50.5704,3093.72,False,156.46,6.8,-2.6,,3284.22,False,Cologne Bonn Airport
780204,CPA252  ,China,12:18:05,6.9717,50.453,9448.8,False,269.28,104.83,0.0,,9791.7,False,Cologne Bonn Airport
498497,BASIC35 ,Czech Republic,12:13:55,15.7771,50.0924,548.64,False,62.93,124.34,-3.25,,716.28,False,Václav Havel Airport Prague
49d3d5,TVS5HK  ,Czech Republic,12:18:03,14.2687,50.1007,,True,11.32,126.56,,,,False,Václav Havel Airport Prague
48b484,SPNEE   ,Poland,12:18:05,17.7427,51.6744,1173.48,False,60.49,228.45,6.5,,1287.78,False,Warsaw Chopin Airport
3e010d,SRP4    ,Germany,12:18:02,7.3449,50.3127,571.5,False,30.46,217.45,1.95,,731.52,False,Cologne Bonn Airport
486491,KLM70K  ,Kingdom of the Netherlands,12:18:04,10.8625,49.9933,9144.0,False,218.32,313.66,0.0,,9471.66,False,Nuremberg Airport
406f73,BAW169  ,United Kingdom,12:18:04,7.0633,50.3366,10668.0,False,268.15,103.42,-0.33,,11026.14,False,Cologne Bonn Airport
48645f,PH4V2   ,Kingdom of the Netherlands,12:18:03,5.0751,52.877,541.02,False,39.06,229.81,0.0,,655.32,False,Amsterdam Airport Schiphol
47a743,NOZ5UZ  ,Norway,12:18:04,10.3792,53.7739,10972.8,False,209.89,351.97,0.0,,11170.92,False,Hamburg Helmut Schmidt Airport
508404,SEU483  ,Ukraine,12:18:04,13.8861,49.8847,12192.0,False,210.36,281.28,0.0,,12550.14,False,Václav Havel Airport Prague
508429,HYM401  ,Ukraine,12:18:04,10.5707,50.3712,6995.16,False,177.27,273.33,-5.2,,7277.1,False,Nuremberg Airport
49c211,OKYUU73 ,Czech Republic,12:18:05,18.9599,50.3374,0.0,False,52.43,42.61,0.65,,701.04,False,Kraków John Paul II International Airport
3cc187,AWH71L  ,Germany,12:18:04,9.2579,48.6113,12192.0,False,215.37,6.45,0.0,,12641.58,False,Stuttgart Airport
3cc194,JEI434  ,Germany,12:18:04,13.9194,52.2887,1455.42,False,115.37,340.19,0.65,,1607.82,False,Berlin Brandenburg Airport
04022c,ETH3672 ,Ethiopia,12:18:05,8.318,53.2452,12496.8,False,242.98,27.49,0.0,,12786.36,False,Hamburg Helmut Schmidt Airport
3de0be,DHFJA   ,Germany,12:13:20,12.207,54.1194,76.2,False,39.56,12.77,-2.93,,175.26,False,Hamburg Helmut Schmidt Airport
a4f5f0,DAL241  ,United States,12:18:04,8.8079,47.0761,10972.8,False,211.95,305.12,0.0,,11437.62,False,Zürich Airport
48c5cc,SPSOM   ,Poland,12:13:34,17.7818,54.2232,297.18,False,31.02,264.29,-1.95,,373.38,False,Gdańsk Lech Wałęsa Airport
3cc0d3,AMB387  ,Germany,12:18:04,10.516,47.6139,9159.24,False,215.91,281.68,-2.93,,9547.86,False,Munich Airport
781590,CHH490  ,China,12:18:05,14.1132,52.9763,7284.72,False,211.3,30.75,9.1,,7444.74,False,Berlin Brandenburg Airport
3cd3b7,ELG3D   ,Germany,12:18:04,8.745,54.3949,7040.88,False,218.59,146.42,3.25,,7223.76,False,Hamburg Helmut Schmidt Airport
3e39ec,DINDC   ,Germany,12:18:04,8.5898,49.8528,304.8,False,79.92,203.93,-1.3,,449.58,False,Frankfurt Airport
3c70c4,GEC8443 ,Germany,12:18:04,9.3186,50.1801,2575.56,False,134.79,264.96,-7.48,,2758.44,False,Frankfurt Airport
34134d,IBE08SK ,Spain,12:18:04,13.258,48.9421,8618.22,False,226.16,26.91,-9.75,,8938.26,False,Munich Airport
3d1933,DEHUH   ,Germany,12:18:04,12.7196,48.1365,1554.48,False,80.45,67.04,-0.33,,1760.22,False,Munich Airport
3d0620,DEAOM   ,Germany,12:18:04,9.7571,49.1634,2590.8,False,65.82,291.55,0.0,,2773.68,False,Stuttgart Airport
502d23,SWR8FX  ,Latvia,12:18:03,11.4511,53.9216,10363.2,False,216.27,206.87,0.0,,10546.08,False,Hamburg Helmut Schmidt Airport
502d28,AUA569  ,Latvia,12:18:04,11.3026,47.8491,9144.0,False,204.01,261.3,0.0,,9540.24,False,Munich Airport
502d3f,BEL1EV  ,Latvia,12:18:04,10.1528,47.9074,10355.58,False,200.31,320.63,0.0,,10774.68,False,Stuttgart Airport
502d59,BTI98T  ,Latvia,12:15:30,19.9851,54.957,10363.2,False,4.12,0.0,7.8,,9403.08,False,Gdańsk Lech Wałęsa Airport
06a391,QTR8235 ,Qatar,12:18:04,10.8445,49.4339,10972.8,False,219.26,296.02,0.0,,11338.56,False,Nuremberg Airport
44d1a2,JAF3FX  ,Belgium,12:18:04,6.684,50.6402,6705.6,False,202.63,284.11,0.0,,7002.78,False,Cologne Bonn Airport
502d79,DLH2VU  ,Latvia,12:18:05,11.6894,48.3359,609.6,False,72.49,83.48,-3.25,,762.0,False,Munich Airport
781642,CCA950  ,China,12:18:05,8.986,47.1185,8770.62,False,241.07,7.11,5.2,,9166.86,False,Zürich Airport
781641,CCA846  ,China,12:18:04,15.051,52.3315,11559.54,False,271.05,64.36,2.93,,11772.9,False,Berlin Brandenburg Airport
49d2b7,TVL5217 ,Czech Republic,12:18:04,19.3351,47.3973,297.18,False,73.19,312.44,-3.9,,426.72,False,Budapest Liszt Ferenc International Airport
502d5e,DLH06C  ,Latvia,12:18:04,11.2623,48.0834,2887.98,False,146.8,334.24,-4.23,,3093.72,False,Munich Airport
3cc005,AZE379M ,Germany,12:18:04,8.1716,49.4357,10157.46,False,220.5,344.99,-7.8,,10523.22,False,Frankfurt Airport
49d2f8,OKSGR   ,Czech Republic,12:18:04,14.1209,49.9718,609.6,False,80.42,86.33,-1.3,,769.62,False,Václav Havel Airport Prague
508267,MNE340  ,Ukraine,12:18:03,15.6457,49.235,6850.38,False,179.73,321.39,-10.4,,7132.32,False,Václav Havel Airport Prague
486582,PHVDW   ,Kingdom of the Netherlands,12:18:04,5.6658,51.247,152.4,False,40.85,238.91,-2.6,,251.46,False,Eindhoven Airport
06a30c,QTR58X  ,Qatar,12:18:04,15.6198,48.6765,11582.4,False,220.38,308.56,0.0,,11963.4,False,Vienna International Airport
3d063f,DEAPR   ,Germany,12:18:00,10.7704,53.8455,243.84,False,51.19,174.23,-2.28,,342.9,False,Hamburg Helmut Schmidt Airport
71c046,KAL542  ,Republic of Korea,12:18:04,15.3145,53.5524,9448.8,False,266.92,159.82,-0.33,,9578.34,False,Berlin Brandenburg Airport
48520d,TRA5Y   ,Kingdom of the Netherlands,12:18:04,6.2867,51.5904,8983.98,False,241.28,130.24,8.13,,9265.92,False,Düsseldorf Airport
485207,KLM1654 ,Kingdom of the Netherlands,12:18:04,7.2224,51.7676,9959.34,False,217.61,306.73,-10.73,,10241.28,False,Düsseldorf Airport
4b8dee,CAI31MK ,Turkey,12:16:08,18.1734,47.0552,10972.8,False,210.37,318.87,0.0,,11437.62,False,Budapest Liszt Ferenc International Airport
502cc6,DLH6KW  ,Latvia,12:18:05,12.1084,49.345,6644.64,False,217.63,191.87,-8.13,,6949.44,False,Nuremberg Airport
06a2ef,QTR75A  ,Qatar,12:17:58,8.5855,50.0398,22.86,False,78.46,249.66,-1.63,,175.26,False,Frankfurt Airport
06a2eb,QTR88C  ,Qatar,12:18:05,8.1026,50.2016,12184.38,False,227.36,291.92,0.0,,12573.0,False,Frankfurt Airport
49d420,TVS2545 ,Czech Republic,12:17:55,14.2567,50.1034,,True,9.77,8.44,,,,False,Václav Havel Airport Prague
502cc7,SWR51K  ,Latvia,12:13:14,19.2617,47.4344,,True,0.0,177.19,,,,False,Budapest Liszt Ferenc International Airport
49d42b,TVS2002 ,Czech Republic,12:18:05,11.4234,46.8236,11277.6,False,207.71,211.84,0.0,,11757.66,False,Venice Marco Polo Airport
49d453,OKLBA   ,Czech Republic,12:18:04,14.2556,50.3409,335.28,False,41.24,49.55,-0.33,,,False,Václav Havel Airport Prague
502d96,DLH79H  ,Latvia,12:18:04,9.4496,45.122,11582.4,False,249.2,40.56,0.0,,12131.04,False,Milan Bergamo Airport / Antonio Locatelli Air Base
49d470,OKRSE   ,Czech Republic,12:18:04,14.4249,49.8134,388.62,False,48.58,185.47,-1.95,,525.78,False,Václav Havel Airport Prague
49c12e,OKUUS99 ,Czech Republic,12:18:03,14.1841,50.445,1021.08,False,28.92,264.9,-0.33,,1165.86,False,Václav Havel Airport Prague
49c12f,OKQAR24 ,Czech Republic,12:17:58,17.4059,49.2677,320.04,False,32.38,17.57,-0.33,,381.0,False,M. R. Štefánik Airport
49d492,OKAVK   ,Czech Republic,12:18:04,14.0932,50.6574,883.92,False,36.89,8.02,-0.33,,1021.08,False,Václav Havel Airport Prague
781696,CCA842  ,China,12:18:04,18.2842,49.6715,9982.2,False,252.56,46.65,6.18,,10248.9,False,Kraków John Paul II International Airport
49d47b,OKVOZ   ,Czech Republic,12:18:04,10.5129,49.0004,1203.96,False,74.12,91.99,-3.9,,1371.6,False,Nuremberg Airport
502d9f,BTI3BP  ,Latvia,12:18:04,15.162,54.908,10363.2,False,212.8,228.33,0.0,,10454.64,False,Copenhagen Kastrup Airport
49d48f,OKBLT   ,Czech Republic,12:18:03,15.1391,50.1152,350.52,False,28.57,256.46,1.3,,480.06,False,Václav Havel Airport Prague
4b8e46,PGT1187 ,Turkey,12:18:05,7.824,51.853,11582.4,False,206.54,294.27,0.0,,11894.82,False,Düsseldorf Airport
4ba8f5,TKJ3PH  ,Turkey,12:18:05,18.7409,46.0194,10058.4,False,267.81,123.72,-0.33,,10500.36,False,Budapest Liszt Ferenc International Airport
4ba8f2,TKJ5BU  ,Turkey,12:18:04,13.7216,52.4052,739.14,False,85.4,248.07,-4.23,,876.3,False,Berlin Brandenburg Airport
4ba8c3,TKJ8SH  ,Turkey,12:18:04,13.3581,48.6968,11582.4,False,201.31,296.89,0.33,,11963.4,False,Munich Airport
4ba8c4,TKJ20V  ,Turkey,12:18:03,16.0179,48.4608,10972.8,False,195.47,310.94,0.0,,11353.8,False,Vienna International Airport
406d8e,EZY13PY ,United Kingdom,12:18:05,12.3493,45.2134,10980.42,False,205.92,309.02,0.0,,11513.82,False,Venice Marco Polo Airport
4ba8d0,TKJ7BZ  ,Turkey,12:18:04,13.9812,48.7551,11269.98,False,265.33,117.86,0.0,,11681.46,False,Václav Havel Airport Prague
aa6c50,UAL386  ,United States,12:18:04,6.2675,52.0572,9753.6,False,226.92,301.28,0.0,,10050.78,False,Eindhoven Airport
48c586,SPSMG   ,Poland,12:18:05,16.5465,51.8578,335.28,False,42.12,81.57,-0.65,,487.68,False,Berlin Brandenburg Airport
3fef59,DMURJ   ,Germany,12:18:03,12.2272,51.8564,419.1,False,35.12,354.96,-0.33,,,False,Leipzig/Halle Airport
3e120d,CHX75   ,Germany,12:18:04,6.7247,51.1832,152.4,False,59.99,323.72,-1.95,,297.18,False,Düsseldorf Airport
3e7ef2,DKNGS   ,Germany,12:18:05,11.7551,50.9326,1097.28,False,34.98,118.07,-0.33,,1257.3,False,Leipzig/Halle Airport
3feebc,DMEJS   ,Germany,12:13:40,9.3356,49.0033,0.0,False,29.23,151.63,-1.63,,137.16,False,Stuttgart Airport
3d4bd7,DFAYX   ,Germany,12:18:04,5.0682,47.7226,5791.2,False,147.77,177.61,0.0,,6088.38,False,Geneva Cointrin International Airport
3e1211,CHX71   ,Germany,12:16:06,13.8974,51.8164,373.38,False,63.58,354.43,0.65,,502.92,False,Berlin Brandenburg Airport
4ca2c1,RYR38PP ,Ireland,12:18:04,6.8875,49.8038,10972.8,False,212.36,309.4,0.0,,11338.56,False,Luxembourg-Findel International Airport
39bdb3,AFR64JC ,France,12:18:04,6.8264,51.0502,10965.18,False,221.6,205.43,0.33,,11300.46,False,Düsseldorf Airport
4407b3,OEXYO   ,Austria,12:18:01,13.46,47.7623,1501.14,False,48.05,111.35,-6.5,,1661.16,False,Munich Airport
3d184e,DEHLM   ,Germany,12:13:29,13.457,48.3965,274.32,False,34.61,318.01,-2.93,,419.1,False,Munich Airport
3e1202,CHX22   ,Germany,12:14:15,9.6479,48.4395,701.04,False,2.12,255.96,0.0,,861.06,False,Stuttgart Airport
49d304,TIE356H ,Czech Republic,12:18:04,12.4233,48.0657,9144.0,False,235.71,29.7,0.0,,9509.76,False,Munich Airport
49d316,OKHKI   ,Czech Republic,12:18:04,14.083,50.1271,518.16,False,34.98,90.0,-2.28,,678.18,False,Václav Havel Airport Prague
3e6bf5,DKGBT   ,Germany,12:18:05,10.0863,50.4943,1379.22,False,30.42,108.74,-0.33,,,False,Frankfurt Airport
3e6d53,DKGPF   ,Germany,12:18:04,8.0905,50.5296,1363.98,False,45.6,66.04,-0.33,,,False,Frankfurt Airport
44082d,AUA103  ,Austria,12:18:04,11.6549,48.2461,2438.4,False,142.94,263.39,-7.8,,2636.52,False,Munich Airport
440823,AUA4KS  ,Austria,12:18:04,16.6291,47.8738,1028.7,False,125.54,20.89,-1.95,,1188.72,False,Vienna International Airport
44081f,AUA791  ,Austria,12:18:04,18.8952,45.9597,10218.42,False,267.16,140.55,5.53,,10645.14,False,Budapest Liszt Ferenc International Airport
44081e,AUA721  ,Austria,12:18:04,18.7358,47.6127,4381.5,False,182.07,130.53,-7.48,,4625.34,False,Budapest Liszt Ferenc International Airport
480c40,MMF24   ,Kingdom of the Netherlands,12:18:04,9.6273,54.058,8534.4,False,213.03,34.07,0.0,,8740.14,False,Hamburg Helmut Schmidt Airport
49d390,OKMIT   ,Czech Republic,12:18:04,17.4628,49.5142,3048.0,False,94.78,122.14,0.65,,3215.64,False,M. R. Štefánik Airport
401240,BAW588L ,United Kingdom,12:18:04,7.6514,45.0921,6172.2,False,202.89,137.98,-8.45,,6553.2,False,Turin Airport
49d38f,AAO14   ,Czech Republic,12:18:01,19.2363,47.4309,,True,0.0,202.5,,,,False,Budapest Liszt Ferenc International Airport
45ac30,SAS4720 ,Denmark,12:18:04,9.7244,52.1236,10972.8,False,219.96,2.95,0.0,,11254.74,False,Hannover Airport
407eeb,EXS9FB  ,United Kingdom,12:18:05,7.8258,49.2784,11582.4,False,213.01,307.84,0.0,,11993.88,False,Frankfurt Airport
3d4d3f,EIS24   ,Germany,12:18:04,9.4865,53.9696,541.02,False,99.71,15.26,-1.63,,678.18,False,Hamburg Helmut Schmidt Airport
4b44a5,HBZZX   ,Switzerland,12:16:07,7.0992,46.5848,792.48,False,57.16,2.58,-7.48,,891.54,False,Geneva Cointrin International Airport
3fee55,,Germany,12:14:35,14.3707,48.1273,403.86,False,29.86,358.03,-0.33,,,False,Vienna International Airport
74482a,RJA115  ,Jordan,12:18:04,6.9652,51.6601,10972.8,False,212.48,299.92,0.0,,11300.46,False,Düsseldorf Airport
48639b,PH1652  ,Kingdom of the Netherlands,12:18:05,6.1002,51.8819,1104.9,False,35.44,27.68,-0.33,,1272.54,False,Eindhoven Airport
4408f6,OECBR   ,Austria,12:18:04,15.8684,48.4896,487.68,False,42.36,294.39,-0.33,,617.22,False,Vienna International Airport
4408f3,OEALJ   ,Austria,12:18:04,16.9014,47.908,609.6,False,63.1,204.06,-0.33,,762.0,False,Vienna International Airport
503e61,CAI6GJ  ,Lithuania,12:18:04,12.2198,48.308,10668.0,False,264.64,117.81,0.0,,11071.86,False,Munich Airport
744828,RJA125  ,Jordan,12:18:04,8.9687,50.1306,1234.44,False,118.5,249.68,-5.53,,1402.08,False,Frankfurt Airport
744823,RJA137  ,Jordan,12:17:34,13.4954,52.3523,,True,9.26,272.81,,,,False,Berlin Brandenburg Airport
48502a,PH785   ,Kingdom of the Netherlands,12:18:04,7.7436,51.3088,1097.28,False,29.01,52.93,-0.33,,,False,Cologne Bonn Airport
44d068,BEL1VC  ,Belgium,12:18:04,10.3788,47.5274,10347.96,False,213.53,315.1,0.0,,10789.92,False,Zürich Airport
485026,PH1521  ,Kingdom of the Netherlands,12:18:04,5.9017,52.0603,426.72,False,29.05,22.93,-0.33,,,False,Eindhoven Airport
503cfa,SXS3BA  ,Lithuania,12:18:02,19.5034,45.6168,10355.58,False,224.96,321.03,0.65,,10828.02,False,Belgrade Nikola Tesla Airport
486363,PHHLC   ,Kingdom of the Netherlands,12:15:21,5.5306,52.4623,-7.62,False,40.39,223.45,-3.58,,137.16,False,Amsterdam Airport Schiphol
4ca1b3,ABR469  ,Ireland,12:18:04,9.3407,49.1479,10972.8,False,220.78,5.75,0.0,,11369.04,False,Stuttgart Airport
4ba914,THY1HR  ,Turkey,12:18:04,17.6419,45.4729,8092.44,False,247.89,105.65,8.13,,8488.68,False,Zagreb Franjo Tuđman International Airport
4ba913,THY3EX  ,Turkey,12:18:04,19.0608,47.4432,1630.68,False,143.07,203.52,13.66,,1767.84,False,Budapest Liszt Ferenc International Airport
48630d,PH1312  ,Kingdom of the Netherlands,12:18:05,5.6344,52.0177,220.98,False,26.03,307.78,-0.33,,365.76,False,Eindhoven Airport
4ba901,TKJ62Q  ,Turkey,12:18:03,14.4277,46.8728,10668.0,False,271.41,121.67,0.0,,11109.96,False,Ljubljana Jože Pučnik Airport
3d174b,DEHBN   ,Germany,12:18:04,11.0466,49.9215,883.92,False,48.05,248.65,0.33,,1028.7,False,Nuremberg Airport
7804a7,CES554  ,China,12:18:04,7.3369,50.0484,9448.8,False,268.04,63.93,0.0,,9806.94,False,Frankfurt Airport
3c815b,F96     ,Germany,12:18:01,9.2034,48.6909,,True,3.34,258.75,,,,False,Stuttgart Airport
3c816a,FW14    ,Germany,12:18:02,12.2316,51.4162,,True,31.38,278.44,,,,False,Leipzig/Halle Airport
3c816c,FW13    ,Germany,12:15:52,12.2492,51.4202,,True,21.09,14.06,,,,False,Leipzig/Halle Airport
3fede9,DMZEK   ,Germany,12:18:04,9.2847,48.2091,1249.68,False,58.58,187.06,-1.3,,1394.46,False,Stuttgart Airport
3c8180,FW41    ,Germany,12:18:02,12.2218,51.4179,,True,21.61,284.06,,,,False,Leipzig/Halle Airport
3c8193,FW42    ,Germany,12:18:01,12.2373,51.4162,,True,20.06,264.38,,,,False,Leipzig/Halle Airport
3fef1b,DMSMG   ,Germany,12:18:04,10.2974,47.8526,1188.72,False,39.26,95.26,0.98,,1333.5,False,Stuttgart Airport
407ff4,WUK71   ,United Kingdom,12:18:04,16.2951,49.9034,10668.0,False,262.89,118.52,0.0,,10972.8,False,Václav Havel Airport Prague
407fda,WUK4DE  ,United Kingdom,12:18:04,15.8754,45.6275,10957.56,False,196.34,324.06,0.0,,11475.72,False,Zagreb Franjo Tuđman International Airport
3d5f99,DFILL   ,Germany,12:18:05,10.9374,47.7607,2895.6,False,60.67,50.51,-0.65,,3086.1,False,Munich Airport
43e91c,MRISE   ,United Kingdom,12:18:04,7.6382,50.4463,12192.0,False,209.31,291.33,0.0,,12557.76,False,Cologne Bonn Airport
4ca226,RYR1UA  ,Ireland,12:17:50,5.3872,51.4569,,True,5.14,213.75,,,,False,Eindhoven Airport
4405cb,OEXCU   ,Austria,12:17:23,13.3514,48.2103,495.3,False,20.74,293.39,-10.4,,632.46,False,Munich Airport
